year,date,province,match_type,confidence,local_evidence,title,url,lead
"2026","2026-05-15","Vĩnh Long","direct_title","high","title_or_lead","Kỳ 2: Phát triển du lịch gắn với giữ gìn bản sắc địa phương","https://baovinhlong.com.vn/van-hoa-giai-tri/202605/khai-mo-tiem-nang-phat-trien-cong-nghiep-van-hoa-ky-2-phat-trien-du-lich-gan-voi-giu-gin-ban-sac-dia-phuong-3f609a6/","Một trong những thế mạnh của công nghiệp văn hóa ở Vĩnh Long là du lịch. Theo đó, du lịch bền vững đang là mục tiêu hướng tới không chỉ góp phần phát triển kinh tế mà còn bảo tồn thiên nhiên, văn hóa và đảm bảo sự phát triển lâu dài cho thế hệ tương lai."
"2026","2026-05-15","Vĩnh Long; Bến Tre","tourism_category","high","title_or_lead","Ra mắt Chi hội du lịch Bình Đại","https://baovinhlong.com.vn/xa-hoi/du-lich/202605/ra-mat-chi-hoi-du-lich-binh-dai-5ac5d6b/","Chiều 15/5, tại Khu Du lịch sinh thái Anh Ba Khía (xã Thạnh Phước), Hiệp hội Du lịch tỉnh Vĩnh Long tổ chức lễ ra mắt Chi hội Du lịch Bình Đại."
"2026","2026-05-14","Vĩnh Long; Trà Vinh","direct_title","high","title_or_lead","Trường Long Hòa tập trung khai thác tiềm năng du lịch và kinh tế biển","https://baovinhlong.com.vn/kinh-te/202605/truong-long-hoa-tap-trung-khai-thac-tiem-nang-du-lich-va-kinh-te-bien-108088d/","Chiều 14/5, đồng chí Trần Văn Lâu- Ủy viên Ban Chấp hành Trung ương Đảng, Bí thư Tỉnh ủy, Trưởng đoàn Đại biểu Quốc hội khóa XVI tỉnh Vĩnh Long làm Trưởng đoàn đã làm việc với Ban Chấp hành Đảng bộ phường Trường Long Hòa về tình hình thực hiện Nghị quyết tháng 4 và 4 tháng đầu năm 2026, cùng các nhiệm vụ, giải pháp trọng tâm đến cuối năm, nhất là định hướng phát triển kinh tế trên địa bàn."
"2026","2026-05-10","Vĩnh Long; Trà Vinh","destination_event","medium","title_or_lead","Một ngày ở “thủ phủ” dừa sáp Cầu Kè","https://baovinhlong.com.vn/van-hoa-giai-tri/202605/mot-ngay-o-thu-phu-dua-sap-cau-ke-5a63907/","Thật phấn khích khi được nhiều người bạn ở xã Cầu Kè tình nguyện làm “hướng dẫn viên” trải nghiệm từ vườn đến Bảo tàng dừa sáp Trà Vinh. Nghe, thấy và tự tìm hiểu mới cảm nhận được trên vùng đất của Vĩnh Long, lại có một loại cây vô cùng “huyền bí” và ngày càng có giá trị như vậy…"
"2026","2026-05-07","Vĩnh Long; Trà Vinh","destination_event","medium","title_or_lead","Hãng máy ảnh Canon chọn biển Ba Động tổ chức hội thảo, chia sẻ về kiến thức nhiếp ảnh","https://baovinhlong.com.vn/van-hoa-giai-tri/202605/hang-may-anh-canon-chon-bien-ba-dong-to-chuc-hoi-thaochia-se-ve-kien-thuc-nhiep-anh-d191781/","Với chủ đề “Nghệ thuật chuyển hóa nhân vật trong chuyển động”, Công ty TNHH Canon Marketing Việt Nam vừa quyết định chọn biển Ba Động thuộc phường Trường Long Hòa, tỉnh Vĩnh Long để tổ chức hội thảo, chia sẻ và chụp ảnh (Workshop - Phototrip) cho những người yêu thích nghệ thuật nhiếp ảnh."
"2026","2026-05-07","Vĩnh Long; Trà Vinh","direct_title","high","title_or_lead","Kết nối, gặp gỡ gần 40 doanh nghiệp, hội viên du lịch khu vực Trà Vinh","https://baovinhlong.com.vn/van-hoa-giai-tri/202605/ket-noi-gap-go-gan-40-doanh-nghiep-hoi-vien-du-lich-khu-vuc-tra-vinh-c3f3c46/","Chiều 7/5, tại Khu di tích danh thắng quốc gia Ao Bà Om (phường Nguyệt Hóa), Hiệp hội du lịch tỉnh Vĩnh Long tổ chức chương trình kết nối, gặp gỡ doanh nghiệp, hội viên du lịch khu vực Trà Vinh."
"2026","2026-05-05","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","content","Điểm đến “An toàn- thân thiện- chất lượng”","https://baovinhlong.com.vn/xa-hoi/du-lich/202605/diem-den-an-toan-than-thien-chat-luong-9c8410c/","Trong không khí hân hoan của chuỗi các ngày lễ lớn đầu mùa hè năm 2026, du lịch tỉnh đã ghi nhận những tín hiệu tăng trưởng tích cực; tiếp tục khẳng định sức hút của một điểm đến an toàn, thân thiện và giàu bản sắc. Dịp Giỗ Tổ Hùng Vương (mùng 10/3 âm lịch) và kỳ nghỉ lễ 30/4, 1/5 năm nay là thời điểm địa phương kích cầu mạnh mẽ, minh chứng sự chủ động, bài bản trong công tác tổ chức, điều hành và nâng chất sản phẩm du lịch."
"2026","2026-05-04","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","title_or_lead","Phường Bến Tre bế mạc Tuần lễ Văn hóa - Ẩm thực năm 2026","https://baovinhlong.com.vn/xa-hoi/du-lich/202605/phuong-ben-tre-be-mac-tuan-le-van-hoa-am-thuc-nam-2026-0090994/","Tối 3/5, UBND phường Bến Tre đã tổ chức lễ bế mạc Tuần lễ Văn hóa - Ẩm thực năm 2026, khép lại chuỗi hoạt động sôi nổi kéo dài 10 ngày tại Công viên Mỹ Hóa trên đường Hùng Vương, phường Bến Tre."
"2026","2026-05-01","Vĩnh Long","tourism_category","high","title_or_lead","Bảo đảm an toàn, nâng cao chất lượng phục vụ du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202605/bao-dam-an-toan-nang-cao-chat-luong-phuc-vu-du-lich-59d3a28/","Nhằm chủ động chuẩn bị điều kiện phục vụ du khách trước dự báo lượng khách tăng cao dịp lễ và cao điểm mùa du lịch hè năm 2026, ngành du lịch tỉnh yêu cầu các đơn vị, địa phương triển khai đồng bộ giải pháp để khẳng định hình ảnh Vĩnh Long an toàn, thân thiện và chất lượng."
"2026","2026-04-30","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","content","Đưa ẩm thực trở thành sản phẩm du lịch đặc trưng","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/dua-am-thuc-tro-thanh-san-pham-du-lich-dac-trung-83f421e/","Là một phần không thể thiếu trong hoạt động du lịch, ẩm thực vừa đáp ứng nhu cầu của du khách, vừa góp phần bảo tồn văn hóa, phát triển kinh tế và xây dựng hình ảnh hấp dẫn cho điểm đến. Để phát triển du lịch bền vững, ẩm thực ĐBSCL được định vị như một sản phẩm du lịch đặc trưng, mở cánh cửa để du khách khám phá văn hóa bản địa, đời sống sông nước và chiều sâu lịch sử vùng đất phương Nam. ​​​​​​​"
"2026","2026-04-30","Bến Tre","direct_title","high","title_or_lead","Ra mắt “Xóm nghề Lan Vương” phục vụ du khách trải nghiệm dịp lễ 30/4 và 1/5","https://baovinhlong.com.vn/van-hoa-giai-tri/202604/ra-mat-xom-nghe-lan-vuong-phuc-vu-du-khach-trai-nghiem-dip-le-304-va-15-c942616/","Ngày 30/4, tại Điểm du lịch Lan Vương (phường An Hội) lễ ra mắt “Xóm nghề Lan Vương” đã chính thức diễn ra trong không khí hân hoan chào mừng Ngày Giải phóng miền Nam và Quốc tế Lao động. ​​​​​​​"
"2026","2026-04-27","Vĩnh Long; Bến Tre","tourism_category","high","content","Vinh danh 29 nghệ nhân nghề bếp, nghề bánh, nghề điêu khắc củ, quả","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/vinh-danh-29-nghe-nhan-nghe-bep-nghe-banh-nghe-dieu-khac-cu-qua-98a0e9c/","Ngày 27/4, tại TP Cần Thơ, Hiệp hội Du lịch Việt Nam phối hợp Hiệp hội Du lịch ĐBSCL tổ chức lễ vinh danh nghệ nhân nghề bếp, nghề bánh, nghề điêu khắc củ, quả lần II - năm 2026."
"2026","2026-04-23","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","title_or_lead","Phát huy tiềm năng, lợi thế đưa du lịch tỉnh phát triển","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/phat-huy-tiem-nang-loi-the-dua-du-lich-tinh-phat-trien-34f44d2/","Sau sáp nhập địa giới hành chính, tỉnh mở rộng không gian phát triển, trở thành vùng đất hội tụ độc đáo của ĐBSCL. Trên nền tảng giao thoa giữa các dòng chảy văn hóa miệt vườn sông nước và đồng bào Khmer, cùng với dấu ấn đặc biệt của “vương quốc gốm đỏ” Mang Thít, du lịch tỉnh đang dần định hình bản sắc riêng, hướng đến phát triển bền vững."
"2026","2026-04-22","Vĩnh Long","direct_title","high","title_or_lead","Phát triển sản phẩm du lịch đặc thù từ làng nghề gạch, gốm","https://baovinhlong.com.vn/phong-su-ky-su/202604/phat-trien-san-pham-du-lich-dac-thu-tu-lang-nghe-gach-gom-7f54c8b/","Việc định hình và phát triển khu lò gạch, gốm Mang Thít được kỳ vọng là điểm nhấn khi những lò gạch cũ được bảo tồn, khoác thêm áo mới, trở thành không gian tham quan và trải nghiệm độc đáo, góp phần đa dạng hóa sản phẩm và tăng sức hút du lịch."
"2026","2026-04-22","Vĩnh Long; Bến Tre","tourism_category","high","title_or_lead","Vĩnh Long ban hành Bộ tiêu chí du lịch xanh","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/vinh-long-ban-hanh-bo-tieu-chi-du-lich-xanh-ae52034/","Quyết định số 2687/QĐ-UBND ngày 20/4/2026 của UBND tỉnh Vĩnh Long ban hành Bộ tiêu chí du lịch xanh, nhằm cụ thể hóa định hướng phát triển du lịch theo hướng bền vững, thân thiện với môi trường và gắn với bảo tồn giá trị văn hóa địa phương."
"2026","2026-04-19","Vĩnh Long","direct_lead","high","title_or_lead","Vĩnh Long tham gia “Ngày Văn hóa các dân tộc Việt Nam 19/4 năm 2026”","https://baovinhlong.com.vn/van-hoa-giai-tri/202604/vinh-long-tham-gia-ngay-van-hoa-cac-dan-toc-viet-nam-194-nam-2026-80320dc/","Hoạt động được diễn ra từ ngày 17 - 19/4, tại Làng Văn hóa - Du lịch các dân tộc Việt Nam do Bộ Văn hóa, Thể thao và Du lịch tổ chức."
"2026","2026-04-18","Vĩnh Long; Bến Tre","direct_title","high","title_or_lead","Họp mặt doanh nghiệp du lịch năm 2026","https://baovinhlong.com.vn/thoi-su/202604/nam-2026-nganh-du-lich-tinh-dung-truoc-nhieu-co-hoi-va-thach-thuc-10c2093/","Sáng 18/4, tại Khách sạn Diamond Stars (phường An Hội), Sở Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long đã tổ chức họp mặt doanh nghiệp (DN) du lịch năm 2026."
"2026","2026-04-17","Bến Tre","direct_lead","high","title_or_lead","Hè sôi động với cánh đồng diều ở Ba Tri","https://baovinhlong.com.vn/van-hoa-giai-tri/202604/he-soi-dong-voi-canh-dong-dieu-o-ba-tri-242433c/","Năm 2023, sau khi khảo sát và thực địa, CLB Diều nghệ thuật Bầu Trời Xanh, TP Hồ Chí Minh, đã chọn địa điểm cánh đồng ở ấp Bảo Hòa, xã Ba Tri để tổ chức cuộc thi thả diều nghệ thuật. Hoạt động thu hút đông đảo du khách đến từ các tỉnh, thành trong khu vực đến tham gia."
"2026","2026-04-17","Vĩnh Long","tourism_category","high","title_or_lead","Phó Bí thư Tỉnh ủy, Chủ tịch UBND tỉnh Trần Trí Quang khảo sát thực tế Khu lò gạch, gốm Mang Thít và các điểm du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/pho-bi-thu-tinh-uy-chu-tich-ubnd-tinh-tran-tri-quang-khao-sat-thuc-te-khu-lo-gach-gom-mang-thit-va-cac-diem-du-lich-3524beb/","Chiều 17/4, đoàn khảo sát do Phó Bí thư Tỉnh ủy, Chủ tịch UBND tỉnh Trần Trí Quang làm trưởng đoàn cùng các thành viên trong đoàn đã đến khảo sát thực tế Khu lò gạch, gốm Mang Thít (xã Nhơn Phú) và điểm du lịch Nhà dừa Cocohome, Homestay Út Trinh (xã An Bình)."
"2026","2026-04-16","Bến Tre","tourism_category","high","title_or_lead","Phú Túc khai thác lợi thế tiềm năng du lịch xanh","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/phu-tuc-khai-thac-loi-the-tiem-nang-du-lich-xanh-24909d2/","Nằm tiếp giáp những dòng sông lớn bồi đắp phù sa, xã Phú Túc đã và đang khẳng định vị thế trên bản đồ du lịch với hệ sinh thái đa dạng, giàu bản sắc. Sự ra đời của Chi hội Du lịch xã Phú Túc không chỉ tạo cú hích liên kết mà còn mở ra kỳ vọng đưa du lịch trở thành ngành kinh tế mũi nhọn của địa phương. ​​​​​​​"
"2026","2026-04-11","Vĩnh Long; Bến Tre","tourism_category","high","content","Bứt phá từ các ngành dịch vụ, tạo động lực tăng trưởng","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/but-pha-tu-cac-nganh-dich-vu-tao-dong-luc-tang-truong-62b4453/","Trong bức tranh kinh tế năm 2025 và quý I/2026, tỉnh ghi nhận nhiều tín hiệu tích cực, đặc biệt từ khu vực dịch vụ- lĩnh vực đang dần khẳng định vai trò “đầu kéo” tăng trưởng. Nổi bật trong đó là các ngành dịch vụ ưu tiên như du lịch, logistics- vận tải, công nghệ thông tin, truyền thông và tài chính- ngân hàng, với bước phát triển rõ nét cả về quy mô lẫn chất lượng."
"2026","2026-04-10","Vĩnh Long","tourism_category","high","title_or_lead","Kết nối du lịch ĐBSCL với Hà Nội và các tỉnh phía Bắc","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/ket-noi-du-lich-dbscl-voi-ha-noi-va-cac-tinh-phia-bac-c7445aa/","Ngày 10/4, nằm trong khuôn khổ Hội chợ Du lịch Quốc tế Việt Nam - VITM 2026, Sở Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long phối hợp với Hiệp hội Du lịch ĐBSCL, Sở Du lịch Hà Nội tổ chức hội nghị xúc tiến, quảng bá du lịch ĐBSCL năm 2026."
"2026","2026-04-10","Vĩnh Long","direct_title","high","title_or_lead","Quảng bá du lịch Vĩnh Long tại Hội chợ Du lịch Quốc tế Việt Nam","https://baovinhlong.com.vn/kinh-te/202604/quang-ba-du-lich-vinh-long-tai-hoi-cho-du-lich-quoc-te-viet-nam-72914bd/","Từ ngày 10-12/4, tại Trung tâm Triển lãm Quốc tế ICE Hà Nội, Hiệp hội Du lịch Việt Nam tổ chức Hội chợ Du lịch Quốc tế Việt Nam (lần thứ 15) - VITM 2026 với chủ đề: “Chuyển đổi số và Tăng trưởng Xanh - Nâng tầm du lịch Việt Nam”."
"2026","2026-04-08","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","content","Đẩy mạnh liên kết, kiến tạo hành trình du lịch chất lượng","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/day-manh-lien-ket-kien-tao-hanh-trinh-du-lich-chat-luong-65d07fa/","Trong bối cảnh hội nhập, việc liên kết giữa các địa phương và tập đoàn lữ hành hàng đầu đã trở thành động lực then chốt để đa dạng hóa sản phẩm và nâng cao sức cạnh tranh cho ngành du lịch. Tỉnh đang tích cực phối hợp các đơn vị như Saigontourist Group và ngành du lịch TP Hồ Chí Minh để hình thành những tour- tuyến độc đáo với mục tiêu định vị thương hiệu là “Trái tim của đồng bằng” cùng chiến lược phát triển du lịch xanh bền vững."
"2026","2026-04-08","Vĩnh Long","direct_lead","high","title_or_lead","Vĩnh Long mang sắc màu văn hóa Nam Bộ ra Thủ đô Hà Nội","https://baovinhlong.com.vn/van-hoa-giai-tri/202604/vinh-long-mang-sac-mau-van-hoa-nam-bo-ra-thu-do-ha-noi-f2e3866/","Từ ngày 17 đến 19/4/2026, đoàn tỉnh Vĩnh Long sẽ tham gia “Ngày Văn hóa các dân tộc Việt Nam 19/4”, tại Làng Văn hóa - Du lịch các dân tộc Việt Nam (Hà Nội) với nhiều hoạt động đặc sắc, góp phần quảng bá hình ảnh đất và người địa phương đến bạn bè trong nước, quốc tế."
"2026","2026-04-07","Vĩnh Long; Bến Tre","tourism_category","high","title_or_lead","Ra mắt Chi hội Du lịch xã Phú Túc","https://baovinhlong.com.vn/xa-hoi/du-lich/202604/ra-mat-chi-hoi-du-lich-xa-phu-tuc-d5b32f7/","Chiều 7/4, tại Khu du lịch Cồn Phụng, UBND xã Phú Túc tổ chức lễ ra mắt Chi hội Du lịch xã Phú Túc."
"2026","2026-04-05","Vĩnh Long","direct_title","high","title_or_lead","Trưng bày, giới thiệu hơn 1 ngàn ấn phẩm của tỉnh tại Ngày hội Du lịch TP Hồ Chí Minh","https://baovinhlong.com.vn/kinh-te/202604/trung-bay-gioi-thieu-hon-1-ngan-an-pham-cua-tinh-tai-ngay-hoi-du-lich-tp-ho-chi-minh-2e60821/","Từ ngày 2-5/4, tại Công viên 23/9 (phường Bến Thành, TP Hồ Chí Minh), Vĩnh Long cùng hơn 20 tỉnh, thành trên cả nước tham gia Ngày hội Du lịch TP Hồ Chí Minh lần thứ 22."
"2026","2026-03-31","Vĩnh Long; Bến Tre","tourism_category","high","title_or_lead","Tọa đàm “Liên kết, hợp tác phát triển tour - tuyến, sản phẩm du lịch tại Vĩnh Long”","https://baovinhlong.com.vn/xa-hoi/du-lich/202603/toa-dam-lien-ket-hop-tac-phat-trien-tour-tuyen-san-pham-du-lich-tai-vinh-long-1d91728/","Chiều 31/3, Sở Văn hóa-TT-DL phối hợp Saigontourist Group tổ chức tọa đàm “Liên kết, hợp tác phát triển tour - tuyến, sản phẩm du lịch tại Vĩnh Long”."
"2026","2026-03-28","Vĩnh Long; Trà Vinh","tourism_category","high","content","Tăng cường kết nối quảng bá văn hóa, du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202603/tang-cuong-ket-noi-quang-ba-van-hoa-du-lich-9ca1091/","Tỉnh đang chủ động tăng tốc quảng bá, xúc tiến du lịch với hoạt động đa dạng, từ chuyển đổi số truyền thông đến mở rộng kết nối trong và ngoài nước. Những nỗ lực này góp phần lan tỏa hình ảnh vùng đất giàu bản sắc văn hóa sông nước, từng bước khẳng định vị thế điểm đến hấp dẫn, tạo nền tảng hợp tác và phát triển bền vững trong bối cảnh hội nhập."
"2026","2026-03-24","Vĩnh Long","destination_event","medium","title_or_lead","Lễ Xuân Đinh- nét đẹp văn hóa tại di tích Văn Thánh miếu","https://baovinhlong.com.vn/van-hoa-giai-tri/202603/le-xuan-dinh-net-dep-van-hoa-tai-di-tich-van-thanh-mieu-2023470/","Ngày 21/2/2024, Bộ Văn hóa-TT-DL đã ghi danh “Lễ hội Văn Thánh miếu thành phố Vĩnh Long, tỉnh Vĩnh Long” vào Danh mục di sản văn hóa phi vật thể quốc gia. Hàng năm, trong các dịp lễ hội Văn Thánh miếu, người dân Vĩnh Long và các tỉnh- thành về đây để tưởng nhớ tiền nhân hữu công; bày tỏ niềm tự hào về truyền thống văn hóa của vùng đất được mệnh danh “Địa linh sinh nhân kiệt”. Trong đó, Lễ Xuân Đinh- là một trong những ngày lễ lớn được tổ chức tại đây. ​​​​​​​"
"2026","2026-03-20","Bến Tre","direct_title","high","title_or_lead","Bồi dưỡng nghiệp vụ du lịch cho công chức xã, phường khu vực Bến Tre","https://baovinhlong.com.vn/xa-hoi/202603/boi-duong-nghiep-vu-du-lich-cho-cong-chuc-xa-phuong-khu-vuc-ben-tre-0301103/","Sáng 20/3, Sở Văn hóa, Thể thao và Du lịch tổ chức lớp bồi dưỡng chuyên môn, nghiệp vụ du lịch cho 85 công chức của 47 xã, phường khu vực Bến Tre."
"2026","2026-03-19","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","title_or_lead","Điểm nhấn hấp dẫn du lịch đường thủy","https://baovinhlong.com.vn/xa-hoi/du-lich/202603/diem-nhan-hap-dan-du-lich-duong-thuy-28331ea/","Nằm giữa vùng sông nước trù phú của ĐBSCL, Vĩnh Long từ lâu đã được biết đến như một điểm đến hấp dẫn với hệ sinh thái miệt vườn đặc trưng, những dòng sông hiền hòa và đời sống sinh hoạt văn hóa đậm chất Nam Bộ. Phát huy lợi thế tự nhiên đó, du lịch (DL) đường thủy đang trở thành điểm nhấn nổi bật, góp phần tạo nên sức hút riêng cho DL tỉnh."
"2026","2026-03-04","Vĩnh Long; Trà Vinh","destination_event","medium","title_or_lead","Di sản văn hóa phi vật thể quốc gia- Lễ hội Nguyên Tiêu","https://baovinhlong.com.vn/phong-su-anh/202603/di-san-van-hoa-phi-vat-the-quoc-gia-le-hoi-nguyen-tieu-b955ae0/","Sáng ngày 3/3, Sở Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long đã phối hợp với UBND xã Đại An tổ chức lễ công bố quyết định của Bộ Văn hóa, Thể thao và Du lịch đưa “Lễ hội Nguyên Tiêu ở Trà Cú” vào danh mục di sản văn hóa phi vật thể quốc gia."
"2026","2026-03-04","Trà Vinh","direct_lead","high","title_or_lead","Phong phú các hoạt động tuần lễ văn hóa xã Đại An","https://baovinhlong.com.vn/van-hoa-giai-tri/202603/phong-phu-cac-hoat-dong-tuan-le-van-hoa-xa-dai-an-c780fe2/","Qua 1 tuần diễn ra, Tuần lễ Văn hóa, Thể thao và Du lịch xã Đại An năm 2026 (Tuần lễ) gắn công bố di sản văn hóa phi vật thể quốc gia “Lễ hội Nguyên tiêu ở Trà Cú” được đông đảo người dân địa phương và du khách tham gia nhiều hoạt động lễ hội vui tươi, độc đáo, hấp dẫn."
"2026","2026-03-03","Vĩnh Long; Trà Vinh","destination_event","medium","title_or_lead","Công bố quyết định đưa “Lễ hội Nguyên Tiêu ở Trà Cú” vào danh mục di sản văn hóa phi vật thể quốc gia","https://baovinhlong.com.vn/van-hoa-giai-tri/202603/cong-bo-quyet-dinh-dua-le-hoi-nguyen-tieu-o-tra-cu-vao-danh-muc-di-san-van-hoa-phi-vat-the-quoc-gia-ba52ad3/","Sáng ngày 3/3, tại Phước Thắng Cung (xã Đại An), Sở Văn hóa, Thể Thao và Du lịch (VH-TT-DL) tỉnh Vĩnh Long tổ chức Lễ công bố quyết định của Bộ trưởng Bộ VH-TT-DL đưa “Lễ hội Nguyên Tiêu ở Trà Cú” vào danh mục di sản văn hóa phi vật thể quốc gia."
